AÑO;MES;CCAA_DESTINO;CONTINENTE_ORIGEN;PAIS_ORIGEN;TURISTAS;PERNOCTACIONES;ESTANCIA_MEDIA
2023;2;Canarias;Europa;Luxemburgo;3006.0;22237.0;7.4
2023;2;Canarias;Europa;Malta;119.0;969.0;8.1
2023;2;Canarias;Europa;Moldavia;175.0;1510.0;8.6
2023;2;Canarias;Europa;Montenegro;67.0;482.0;7.2
2023;2;Canarias;Europa;Noruega;43690.0;419442.0;9.6
2023;2;Canarias;Europa;Países Bajos;30750.0;253367.0;8.2
2023;2;Canarias;Europa;Polonia;26538.0;179769.0;6.8
2023;2;Canarias;Europa;Portugal;3309.0;19491.0;5.9
2023;2;Canarias;Europa;Reino Unido;424698.0;3048500.0;6.9
2023;2;Canarias;Europa;República Checa;9080.0;69916.0;7.7
2023;2;Canarias;Europa;República Eslovaca;1505.0;11063.0;7.4
2023;2;Canarias;Europa;Rumanía;3630.0;29825.0;8.2
2023;2;Canarias;Europa;Rusia;930.0;9127.0;9.8
2023;2;Canarias;Europa;Serbia;176.0;1414.0;8.0
2023;2;Canarias;Europa;Suecia;34869.0;263258.0;7.5
2023;2;Canarias;Europa;Suiza;21871.0;176775.0;8.1
2023;2;Canarias;Europa;Turquía;330.0;1795.0;5.4
2023;2;Canarias;Oceanía;Australia;137.0;843.0;6.2
2023;2;Canarias;África;Argelia;53.0;213.0;4.0
2023;2;Canarias;África;Costa de Marfil;47.0;228.0;4.9
2023;2;Canarias;África;Egipto;78.0;414.0;5.3
2023;2;Canarias;África;Ghana;85.0;799.0;9.4
2023;2;Canarias;África;Mali;63.0;440.0;7.0
2023;2;Canarias;África;Marruecos;3085.0;19569.0;6.3
2023;2;Canarias;África;Mauritania;977.0;5960.0;6.1
2023;2;Canarias;África;Nigeria;273.0;1819.0;6.7
2023;2;Canarias;África;Senegal;416.0;2771.0;6.7
2023;2;Canarias;África;Sudáfrica;71.0;406.0;5.7
2023;2;Canarias;África;Túnez;149.0;796.0;5.3
2023;2;Cantabria;América;Argentina;68.0;755.0;11.1
2023;2;Cantabria;América;Brasil;75.0;780.0;10.4
2023;2;Cantabria;América;Colombia;223.0;2408.0;10.8
2023;2;Cantabria;América;Estados Unidos de América;445.0;3338.0;7.5
2023;2;Cantabria;América;México;212.0;1314.0;6.2
2023;2;Cantabria;América;Perú;69.0;780.0;11.3
2023;2;Cantabria;Asia;China;41.0;217.0;5.3
2023;2;Cantabria;Asia;Filipinas;196.0;1000.0;5.1
2023;2;Cantabria;Europa;Alemania;1730.0;13667.0;7.9
2023;2;Cantabria;Europa;Austria;1857.0;9285.0;5.0
2023;2;Cantabria;Europa;Bulgaria;72.0;288.0;4.0
2023;2;Cantabria;Europa;Bélgica;555.0;4163.0;7.5
2023;2;Cantabria;Europa;Dinamarca;137.0;1384.0;10.1
2023;2;Cantabria;Europa;Eslovenia;47.0;136.0;2.9
2023;2;Cantabria;Europa;Estonia;34.0;133.0;3.9
2023;2;Cantabria;Europa;Finlandia;41.0;131.0;3.2
2023;2;Cantabria;Europa;Francia;4069.0;31738.0;7.8
2023;2;Cantabria;Europa;Hungría;60.0;198.0;3.3
2023;2;Cantabria;Europa;Irlanda;581.0;2673.0;4.6
2023;2;Cantabria;Europa;Italia;749.0;5093.0;6.8
2023;2;Cantabria;Europa;Letonia;38.0;285.0;7.5
2023;2;Cantabria;Europa;Liechtenstein;107.0;663.0;6.2
2023;2;Cantabria;Europa;Lituania;159.0;572.0;3.6
2023;2;Cantabria;Europa;Luxemburgo;317.0;5294.0;16.7
2023;2;Cantabria;Europa;Moldavia;56.0;409.0;7.3
2023;2;Cantabria;Europa;Noruega;44.0;334.0;7.6
2023;2;Cantabria;Europa;Países Bajos;1871.0;17775.0;9.5
2023;2;Cantabria;Europa;Polonia;395.0;1975.0;5.0
2023;2;Cantabria;Europa;Portugal;634.0;4184.0;6.6
2023;2;Cantabria;Europa;Reino Unido;1438.0;7621.0;5.3
2023;2;Cantabria;Europa;República Checa;85.0;442.0;5.2
2023;2;Cantabria;Europa;Rumanía;146.0;803.0;5.5
2023;2;Cantabria;Europa;Rusia;85.0;629.0;7.4
2023;2;Cantabria;Europa;Suecia;378.0;3364.0;8.9
2023;2;Cantabria;Europa;Suiza;199.0;1214.0;6.1
2023;2;Cantabria;Europa;Turquía;50.0;320.0;6.4
2023;2;Cantabria;África;Marruecos;83.0;789.0;9.5
2023;2;Castilla - La Mancha;América;Argentina;240.0;1264.0;5.3
2023;2;Castilla - La Mancha;América;Brasil;223.0;1736.0;7.8
2023;2;Castilla - La Mancha;América;Canadá;88.0;453.0;5.1
2023;2;Castilla - La Mancha;América;Chile;116.0;648.0;5.6
2023;2;Castilla - La Mancha;América;Colombia;625.0;6021.0;9.6
2023;2;Castilla - La Mancha;América;Ecuador;57.0;431.0;7.6
2023;2;Castilla - La Mancha;América;Estados Unidos de América;810.0;6654.0;8.2
2023;2;Castilla - La Mancha;América;Guatemala;30.0;280.0;9.3
2023;2;Castilla - La Mancha;América;Honduras;44.0;318.0;7.2
2023;2;Castilla - La Mancha;América;México;553.0;3241.0;5.9
2023;2;Castilla - La Mancha;América;Nicaragua;35.0;215.0;6.1
2023;2;Castilla - La Mancha;América;Panamá;48.0;492.0;10.3
2023;2;Castilla - La Mancha;América;Paraguay;65.0;502.0;7.7
2023;2;Castilla - La Mancha;América;Perú;196.0;1729.0;8.8
2023;2;Castilla - La Mancha;América;República Dominicana;59.0;408.0;6.9
2023;2;Castilla - La Mancha;América;Venezuela;105.0;944.0;9.0
2023;2;Castilla - La Mancha;Asia;Arabia Saudí;30.0;222.0;7.4
2023;2;Castilla - La Mancha;Asia;China;298.0;2002.0;6.7
2023;2;Castilla - La Mancha;Asia;Corea;225.0;1197.0;5.3
2023;2;Castilla - La Mancha;Asia;Emiratos Árabes Unidos;40.0;175.0;4.4
2023;2;Castilla - La Mancha;Asia;India;44.0;295.0;6.7
2023;2;Castilla - La Mancha;Asia;Israel;30.0;172.0;5.7
2023;2;Castilla - La Mancha;Asia;Japón;152.0;1131.0;7.4
2023;2;Castilla - La Mancha;Europa;Alemania;4919.0;49240.0;10.0
2023;2;Castilla - La Mancha;Europa;Andorra;69.0;343.0;5.0
2023;2;Castilla - La Mancha;Europa;Austria;1941.0;17064.0;8.8
2023;2;Castilla - La Mancha;Europa;Bulgaria;308.0;1898.0;6.2
2023;2;Castilla - La Mancha;Europa;Bélgica;2060.0;13604.0;6.6
2023;2;Castilla - La Mancha;Europa;Croacia;49.0;245.0;5.0
2023;2;Castilla - La Mancha;Europa;Dinamarca;926.0;9179.0;9.9
2023;2;Castilla - La Mancha;Europa;Eslovenia;79.0;345.0;4.4
2023;2;Castilla - La Mancha;Europa;Estonia;155.0;2218.0;14.3
2023;2;Castilla - La Mancha;Europa;Finlandia;70.0;342.0;4.9
2023;2;Castilla - La Mancha;Europa;Francia;11401.0;109637.0;9.6
2023;2;Castilla - La Mancha;Europa;Georgia;30.0;202.0;6.7
2023;2;Castilla - La Mancha;Europa;Grecia;81.0;406.0;5.0
2023;2;Castilla - La Mancha;Europa;Hungría;227.0;1037.0;4.6
2023;2;Castilla - La Mancha;Europa;Irlanda;1119.0;6217.0;5.6
2023;2;Castilla - La Mancha;Europa;Italia;3440.0;22801.0;6.6
2023;2;Castilla - La Mancha;Europa;Letonia;209.0;1873.0;9.0
2023;2;Castilla - La Mancha;Europa;Liechtenstein;320.0;3163.0;9.9
2023;2;Castilla - La Mancha;Europa;Lituania;439.0;1964.0;4.5
2023;2;Castilla - La Mancha;Europa;Luxemburgo;1188.0;16709.0;14.1
2023;2;Castilla - La Mancha;Europa;Noruega;100.0;508.0;5.1
2023;2;Castilla - La Mancha;Europa;Países Bajos;12743.0;109190.0;8.6
2023;2;Castilla - La Mancha;Europa;Polonia;1953.0;10447.0;5.3
2023;2;Castilla - La Mancha;Europa;Portugal;3249.0;22189.0;6.8
2023;2;Castilla - La Mancha;Europa;Reino Unido;1940.0;12113.0;6.2
2023;2;Castilla - La Mancha;Europa;República Checa;361.0;1838.0;5.1
2023;2;Castilla - La Mancha;Europa;República Eslovaca;95.0;351.0;3.7
2023;2;Castilla - La Mancha;Europa;Rumanía;1398.0;11923.0;8.5
2023;2;Castilla - La Mancha;Europa;Rusia;78.0;364.0;4.7
2023;2;Castilla - La Mancha;Europa;Suecia;7109.0;41442.0;5.8
2023;2;Castilla - La Mancha;Europa;Suiza;805.0;4758.0;5.9
2023;2;Castilla - La Mancha;Europa;Turquía;100.0;537.0;5.4
2023;2;Castilla - La Mancha;Oceanía;Australia;30.0;245.0;8.2
2023;2;Castilla - La Mancha;África;Argelia;112.0;924.0;8.3
2023;2;Castilla - La Mancha;África;Egipto;32.0;235.0;7.3
2023;2;Castilla - La Mancha;África;Ghana;30.0;230.0;7.7
2023;2;Castilla - La Mancha;África;Guinea Ecuatorial;36.0;366.0;10.2
2023;2;Castilla - La Mancha;África;Mali;30.0;254.0;8.5
2023;2;Castilla - La Mancha;África;Marruecos;1358.0;11099.0;8.2
2023;2;Castilla - La Mancha;África;Nigeria;77.0;689.0;8.9
2023;2;Castilla - La Mancha;África;Senegal;124.0;529.0;4.3
2023;2;Castilla y León;América;Argentina;267.0;1873.0;7.0
2023;2;Castilla y León;América;Brasil;629.0;4505.0;7.2
2023;2;Castilla y León;América;Canadá;97.0;647.0;6.7
2023;2;Castilla y León;América;Chile;171.0;1200.0;7.0
2023;2;Castilla y León;América;Colombia;784.0;7021.0;9.0
2023;2;Castilla y León;América;Ecuador;78.0;793.0;10.2
2023;2;Castilla y León;América;El Salvador;30.0;277.0;9.2
2023;2;Castilla y León;América;Estados Unidos de América;1401.0;10991.0;7.8
2023;2;Castilla y León;América;Guatemala;36.0;340.0;9.4
2023;2;Castilla y León;América;Honduras;50.0;399.0;8.0
2023;2;Castilla y León;América;México;762.0;4108.0;5.4
2023;2;Castilla y León;América;Nicaragua;40.0;346.0;8.7
2023;2;Castilla y León;América;Panamá;55.0;546.0;9.9
2023;2;Castilla y León;América;Paraguay;65.0;439.0;6.8
2023;2;Castilla y León;América;Perú;204.0;2421.0;11.9
2023;2;Castilla y León;América;República Dominicana;37.0;296.0;8.0
2023;2;Castilla y León;América;Uruguay;74.0;654.0;8.8
2023;2;Castilla y León;América;Venezuela;81.0;1136.0;14.0
2023;2;Castilla y León;Asia;Arabia Saudí;42.0;341.0;8.1
2023;2;Castilla y León;Asia;China;288.0;2443.0;8.5
2023;2;Castilla y León;Asia;Corea;348.0;1910.0;5.5
2023;2;Castilla y León;Asia;Emiratos Árabes Unidos;64.0;339.0;5.3
2023;2;Castilla y León;Asia;India;96.0;623.0;6.5
2023;2;Castilla y León;Asia;Israel;37.0;134.0;3.6
2023;2;Castilla y León;Asia;Japón;177.0;1929.0;10.9
2023;2;Castilla y León;Asia;Kazajstán;32.0;299.0;9.3
2023;2;Castilla y León;Asia;Malasia;31.0;176.0;5.7
2023;2;Castilla y León;Asia;Singapur;63.0;490.0;7.8
2023;2;Castilla y León;Asia;Vietnam;49.0;405.0;8.3
2023;2;Castilla y León;Europa;Alemania;12732.0;96522.0;7.6
2023;2;Castilla y León;Europa;Andorra;132.0;600.0;4.5
2023;2;Castilla y León;Europa;Austria;2678.0;20450.0;7.6
2023;2;Castilla y León;Europa;Belarús;80.0;349.0;4.4
2023;2;Castilla y León;Europa;Bulgaria;874.0;6515.0;7.5
2023;2;Castilla y León;Europa;Bélgica;4188.0;23633.0;5.6
2023;2;Castilla y León;Europa;Croacia;92.0;395.0;4.3
2023;2;Castilla y León;Europa;Dinamarca;964.0;8222.0;8.5
2023;2;Castilla y León;Europa;Eslovenia;247.0;867.0;3.5
2023;2;Castilla y León;Europa;Estonia;269.0;2419.0;9.0
2023;2;Castilla y León;Europa;Finlandia;114.0;792.0;6.9
2023;2;Castilla y León;Europa;Francia;21994.0;142303.0;6.5
2023;2;Castilla y León;Europa;Georgia;37.0;252.0;6.8
2023;2;Castilla y León;Europa;Grecia;104.0;695.0;6.7
2023;2;Castilla y León;Europa;Hungría;848.0;5135.0;6.1
2023;2;Castilla y León;Europa;Irlanda;1859.0;11296.0;6.1
2023;2;Castilla y León;Europa;Italia;6114.0;37772.0;6.2
2023;2;Castilla y León;Europa;Letonia;432.0;4580.0;10.6
2023;2;Castilla y León;Europa;Liechtenstein;464.0;3237.0;7.0
2023;2;Castilla y León;Europa;Lituania;1087.0;4411.0;4.1
2023;2;Castilla y León;Europa;Luxemburgo;1255.0;14634.0;11.7
2023;2;Castilla y León;Europa;Malta;32.0;194.0;6.1
2023;2;Castilla y León;Europa;Moldavia;35.0;225.0;6.4
2023;2;Castilla y León;Europa;Noruega;148.0;820.0;5.5
2023;2;Castilla y León;Europa;Países Bajos;12711.0;112725.0;8.9
2023;2;Castilla y León;Europa;Polonia;3881.0;15091.0;3.9
2023;2;Castilla y León;Europa;Portugal;30624.0;215532.0;7.0
2023;2;Castilla y León;Europa;Reino Unido;3321.0;17282.0;5.2
2023;2;Castilla y León;Europa;República Checa;923.0;3433.0;3.7
2023;2;Castilla y León;Europa;República Eslovaca;235.0;946.0;4.0
2023;2;Castilla y León;Europa;Rumanía;1504.0;9002.0;6.0
2023;2;Castilla y León;Europa;Rusia;122.0;934.0;7.7
2023;2;Castilla y León;Europa;Serbia;32.0;146.0;4.6
2023;2;Castilla y León;Europa;Suecia;3911.0;25911.0;6.6
2023;2;Castilla y León;Europa;Suiza;1206.0;6243.0;5.2
2023;2;Castilla y León;Europa;Turquía;158.0;915.0;5.8
2023;2;Castilla y León;Oceanía;Australia;54.0;429.0;7.9
2023;2;Castilla y León;África;Argelia;65.0;455.0;7.0
2023;2;Castilla y León;África;Egipto;43.0;289.0;6.7
2023;2;Castilla y León;África;Mali;48.0;375.0;7.8
2023;2;Castilla y León;África;Marruecos;940.0;7241.0;7.7
2023;2;Castilla y León;África;Mauritania;43.0;365.0;8.5
2023;2;Castilla y León;África;Nigeria;30.0;168.0;5.6
2023;2;Castilla y León;África;Senegal;65.0;370.0;5.7
2023;2;Cataluña;América;Argentina;7513.0;51298.0;6.8
2023;2;Cataluña;América;Bolivia;180.0;1440.0;8.0
2023;2;Cataluña;América;Brasil;7791.0;48470.0;6.2
2023;2;Cataluña;América;Canadá;5334.0;27218.0;5.1
2023;2;Cataluña;América;Chile;2723.0;13889.0;5.1
2023;2;Cataluña;América;Colombia;5343.0;42936.0;8.0
2023;2;Cataluña;América;Costa Rica;125.0;883.0;7.1
2023;2;Cataluña;América;Cuba;42.0;267.0;6.4
2023;2;Cataluña;América;Ecuador;461.0;3610.0;7.8
2023;2;Cataluña;América;El Salvador;147.0;1171.0;8.0
2023;2;Cataluña;América;Estados Unidos de América;36250.0;220486.0;6.1
2023;2;Cataluña;América;Guatemala;163.0;1029.0;6.3
2023;2;Cataluña;América;Honduras;531.0;4178.0;7.9
2023;2;Cataluña;América;México;7752.0;35983.0;4.6
2023;2;Cataluña;América;Nicaragua;94.0;641.0;6.8
2023;2;Cataluña;América;Panamá;374.0;2327.0;6.2
2023;2;Cataluña;América;Paraguay;648.0;4338.0;6.7
2023;2;Cataluña;América;Perú;2799.0;23919.0;8.5
2023;2;Cataluña;América;República Dominicana;170.0;1406.0;8.3
2023;2;Cataluña;América;Uruguay;395.0;3663.0;9.3
2023;2;Cataluña;América;Venezuela;571.0;6025.0;10.6
2023;2;Cataluña;Asia;Arabia Saudí;1087.0;4993.0;4.6
2023;2;Cataluña;Asia;Azerbaiyán;97.0;410.0;4.2
2023;2;Cataluña;Asia;Bahréin;82.0;334.0;4.1
2023;2;Cataluña;Asia;Bangladesh;35.0;141.0;4.0
2023;2;Cataluña;Asia;China;6866.0;42197.0;6.1
2023;2;Cataluña;Asia;Corea;6824.0;32862.0;4.8
2023;2;Cataluña;Asia;Emiratos Árabes Unidos;2770.0;17036.0;6.2
2023;2;Cataluña;Asia;Filipinas;1707.0;10118.0;5.9
2023;2;Cataluña;Asia;India;3870.0;26743.0;6.9
2023;2;Cataluña;Asia;Indonesia;768.0;3937.0;5.1
2023;2;Cataluña;Asia;Iraq;63.0;199.0;3.2
2023;2;Cataluña;Asia;Irán;295.0;1975.0;6.7
2023;2;Cataluña;Asia;Israel;4684.0;16450.0;3.5
2023;2;Cataluña;Asia;Japón;4991.0;20040.0;4.0
2023;2;Cataluña;Asia;Jordania;128.0;624.0;4.9
2023;2;Cataluña;Asia;Kazajstán;586.0;3233.0;5.5
2023;2;Cataluña;Asia;Kuwait;390.0;2144.0;5.5
2023;2;Cataluña;Asia;Líbano;279.0;1404.0;5.0
2023;2;Cataluña;Asia;Malasia;308.0;1701.0;5.5
2023;2;Cataluña;Asia;Myanmar;58.0;191.0;3.3
2023;2;Cataluña;Asia;Nepal;47.0;529.0;11.3
2023;2;Cataluña;Asia;Omán;123.0;533.0;4.3
2023;2;Cataluña;Asia;Otros países de Asia;462.0;2282.0;4.9
2023;2;Cataluña;Asia;Pakistán;933.0;8263.0;8.9
2023;2;Cataluña;Asia;Qatar;975.0;4405.0;4.5
2023;2;Cataluña;Asia;Singapur;642.0;3475.0;5.4
2023;2;Cataluña;Asia;Sri Lanka;78.0;390.0;5.0
2023;2;Cataluña;Asia;Tailandia;544.0;2442.0;4.5
2023;2;Cataluña;Asia;Uzbekistán;88.0;575.0;6.5
2023;2;Cataluña;Asia;Vietnam;253.0;1852.0;7.3
2023;2;Cataluña;Europa;Albania;933.0;4431.0;4.7
2023;2;Cataluña;Europa;Alemania;77061.0;495514.0;6.4
2023;2;Cataluña;Europa;Andorra;14030.0;78489.0;5.6
2023;2;Cataluña;Europa;Armenia;323.0;1929.0;6.0
2023;2;Cataluña;Europa;Austria;20142.0;135484.0;6.7
2023;2;Cataluña;Europa;Belarús;683.0;3657.0;5.4
2023;2;Cataluña;Europa;Bosnia y Herzegovina;188.0;625.0;3.3
2023;2;Cataluña;Europa;Bulgaria;6841.0;40355.0;5.9
2023;2;Cataluña;Europa;Bélgica;28366.0;158925.0;5.6
2023;2;Cataluña;Europa;Chipre;493.0;2714.0;5.5
2023;2;Cataluña;Europa;Croacia;1462.0;7152.0;4.9
2023;2;Cataluña;Europa;Dinamarca;10112.0;71464.0;7.1
2023;2;Cataluña;Europa;Eslovenia;2217.0;10243.0;4.6
2023;2;Cataluña;Europa;Estonia;1889.0;11784.0;6.2
2023;2;Cataluña;Europa;Finlandia;2906.0;15053.0;5.2
2023;2;Cataluña;Europa;Francia;194966.0;976644.0;5.0
2023;2;Cataluña;Europa;Georgia;656.0;4581.0;7.0
2023;2;Cataluña;Europa;Grecia;4551.0;24154.0;5.3
2023;2;Cataluña;Europa;Hungría;5783.0;25689.0;4.4
2023;2;Cataluña;Europa;Irlanda;18817.0;94174.0;5.0
2023;2;Cataluña;Europa;Islandia;310.0;1669.0;5.4
2023;2;Cataluña;Europa;Italia;62171.0;292138.0;4.7
2023;2;Cataluña;Europa;Letonia;4035.0;35773.0;8.9
2023;2;Cataluña;Europa;Liechtenstein;2110.0;14645.0;6.9
2023;2;Cataluña;Europa;Lituania;6469.0;28074.0;4.3
2023;2;Cataluña;Europa;Luxemburgo;4558.0;41022.0;9.0
2023;2;Cataluña;Europa;Macedonia del Norte;192.0;747.0;3.9
2023;2;Cataluña;Europa;Malta;885.0;3808.0;4.3
2023;2;Cataluña;Europa;Moldavia;562.0;2867.0;5.1
2023;2;Cataluña;Europa;Montenegro;278.0;939.0;3.4
2023;2;Cataluña;Europa;Noruega;3488.0;17079.0;4.9
2023;2;Cataluña;Europa;Países Bajos;65212.0;474627.0;7.3
2023;2;Cataluña;Europa;Polonia;34743.0;166435.0;4.8
2023;2;Cataluña;Europa;Portugal;19779.0;118797.0;6.0
2023;2;Cataluña;Europa;Reino Unido;83168.0;380715.0;4.4
2023;2;Cataluña;Europa;República Checa;6949.0;33259.0;4.8
2023;2;Cataluña;Europa;República Eslovaca;2042.0;9457.0;4.6
2023;2;Cataluña;Europa;Rumanía;10978.0;64988.0;5.9
2023;2;Cataluña;Europa;Rusia;3128.0;22724.0;7.3
2023;2;Cataluña;Europa;Serbia;1145.0;4985.0;4.4
2023;2;Cataluña;Europa;Suecia;18036.0;100080.0;5.5
2023;2;Cataluña;Europa;Suiza;21294.0;96935.0;4.6
2023;2;Cataluña;Europa;Turquía;3535.0;16525.0;4.7
2023;2;Cataluña;Oceanía;Australia;977.0;5452.0;5.6
2023;2;Cataluña;Oceanía;Nueva Zelanda;131.0;749.0;5.7
2023;2;Cataluña;África;Argelia;2652.0;10492.0;4.0
2023;2;Cataluña;África;Burkina Faso;34.0;347.0;10.2
2023;2;Cataluña;África;Camerún;47.0;419.0;8.9
2023;2;Cataluña;África;Costa de Marfil;40.0;218.0;5.5
2023;2;Cataluña;África;Egipto;956.0;4568.0;4.8
2023;2;Cataluña;África;Gambia;148.0;751.0;5.1
2023;2;Cataluña;África;Ghana;366.0;3568.0;9.7
2023;2;Cataluña;África;Guinea;32.0;213.0;6.7
2023;2;Cataluña;África;Guinea Ecuatorial;45.0;519.0;11.5
2023;2;Cataluña;África;Kenia;135.0;721.0;5.3
2023;2;Cataluña;África;Madagascar;41.0;222.0;5.4
2023;2;Cataluña;África;Mali;170.0;1736.0;10.2
2023;2;Cataluña;África;Marruecos;10453.0;69320.0;6.6
2023;2;Cataluña;África;Mauricio;57.0;304.0;5.3
2023;2;Cataluña;África;Mauritania;129.0;1197.0;9.3
2023;2;Cataluña;África;Nigeria;352.0;2255.0;6.4
2023;2;Cataluña;África;Senegal;708.0;4295.0;6.1
2023;2;Cataluña;África;Sudáfrica;192.0;924.0;4.8
2023;2;Cataluña;África;Túnez;677.0;3083.0;4.6
2023;2;Cataluña;África;Uganda;31.0;160.0;5.2
2023;2;Ceuta;América;Brasil;33.0;86.0;2.6
2023;2;Ceuta;América;Estados Unidos de América;502.0;1255.0;2.5
2023;2;Ceuta;Asia;China;158.0;632.0;4.0
2023;2;Ceuta;Asia;Corea;73.0;438.0;6.0
2023;2;Ceuta;Asia;Filipinas;445.0;1513.0;3.4
2023;2;Ceuta;Asia;India;138.0;442.0;3.2
2023;2;Ceuta;Asia;Tailandia;118.0;437.0;3.7
2023;2;Ceuta;Europa;Alemania;176.0;1091.0;6.2
2023;2;Ceuta;Europa;Austria;106.0;689.0;6.5
2023;2;Ceuta;Europa;Bélgica;73.0;350.0;4.8
2023;2;Ceuta;Europa;Croacia;36.0;245.0;6.8
2023;2;Ceuta;Europa;Francia;413.0;3098.0;7.5
2023;2;Ceuta;Europa;Grecia;37.0;133.0;3.6
2023;2;Ceuta;Europa;Italia;231.0;878.0;3.8
2023;2;Ceuta;Europa;Países Bajos;306.0;1958.0;6.4
2023;2;Ceuta;Europa;Polonia;124.0;521.0;4.2
2023;2;Ceuta;Europa;Portugal;202.0;889.0;4.4
2023;2;Ceuta;Europa;Reino Unido;623.0;2575.0;3.6
2023;2;Ceuta;Europa;Rusia;56.0;174.0;3.1
2023;2;Ceuta;Europa;Suecia;46.0;419.0;9.1
2023;2;Ceuta;Europa;Suiza;41.0;164.0;4.0
2023;2;Ceuta;Europa;Turquía;73.0;197.0;2.7
2023;2;Ceuta;África;Marruecos;5790.0;38793.0;6.7
2023;2;Comunidad Foral de Navarra;América;Argentina;82.0;738.0;9.0
2023;2;Comunidad Foral de Navarra;América;Brasil;104.0;853.0;8.2
2023;2;Comunidad Foral de Navarra;América;Canadá;38.0;315.0;8.3
2023;2;Comunidad Foral de Navarra;América;Chile;47.0;385.0;8.2
2023;2;Comunidad Foral de Navarra;América;Colombia;212.0;2205.0;10.4
2023;2;Comunidad Foral de Navarra;América;Ecuador;61.0;476.0;7.8
2023;2;Comunidad Foral de Navarra;América;Estados Unidos de América;400.0;4160.0;10.4
2023;2;Comunidad Foral de Navarra;América;México;239.0;1601.0;6.7
2023;2;Comunidad Foral de Navarra;América;Perú;126.0;1121.0;8.9
2023;2;Comunidad Foral de Navarra;Asia;China;85.0;842.0;9.9
2023;2;Comunidad Foral de Navarra;Asia;India;46.0;373.0;8.1
2023;2;Comunidad Foral de Navarra;Europa;Alemania;3765.0;24473.0;6.5
2023;2;Comunidad Foral de Navarra;Europa;Andorra;38.0;114.0;3.0
2023;2;Comunidad Foral de Navarra;Europa;Austria;862.0;6465.0;7.5
2023;2;Comunidad Foral de Navarra;Europa;Belarús;44.0;158.0;3.6
2023;2;Comunidad Foral de Navarra;Europa;Bulgaria;609.0;3471.0;5.7
2023;2;Comunidad Foral de Navarra;Europa;Bélgica;1662.0;10637.0;6.4
2023;2;Comunidad Foral de Navarra;Europa;Croacia;31.0;124.0;4.0
2023;2;Comunidad Foral de Navarra;Europa;Dinamarca;347.0;2394.0;6.9
2023;2;Comunidad Foral de Navarra;Europa;Eslovenia;72.0;144.0;2.0
2023;2;Comunidad Foral de Navarra;Europa;Estonia;96.0;518.0;5.4
2023;2;Comunidad Foral de Navarra;Europa;Francia;16311.0;97866.0;6.0
2023;2;Comunidad Foral de Navarra;Europa;Grecia;36.0;432.0;12.0
2023;2;Comunidad Foral de Navarra;Europa;Hungría;208.0;1123.0;5.4
2023;2;Comunidad Foral de Navarra;Europa;Irlanda;465.0;2976.0;6.4
2023;2;Comunidad Foral de Navarra;Europa;Italia;2196.0;14933.0;6.8
2023;2;Comunidad Foral de Navarra;Europa;Letonia;126.0;1096.0;8.7
2023;2;Comunidad Foral de Navarra;Europa;Liechtenstein;120.0;864.0;7.2
2023;2;Comunidad Foral de Navarra;Europa;Lituania;637.0;2038.0;3.2
2023;2;Comunidad Foral de Navarra;Europa;Luxemburgo;340.0;5100.0;15.0
2023;2;Comunidad Foral de Navarra;Europa;Moldavia;45.0;365.0;8.1
2023;2;Comunidad Foral de Navarra;Europa;Noruega;74.0;348.0;4.7
2023;2;Comunidad Foral de Navarra;Europa;Países Bajos;3087.0;28709.0;9.3
2023;2;Comunidad Foral de Navarra;Europa;Polonia;1762.0;6696.0;3.8
2023;2;Comunidad Foral de Navarra;Europa;Portugal;1976.0;19167.0;9.7
2023;2;Comunidad Foral de Navarra;Europa;Reino Unido;808.0;5575.0;6.9
2023;2;Comunidad Foral de Navarra;Europa;República Checa;467.0;1541.0;3.3
2023;2;Comunidad Foral de Navarra;Europa;República Eslovaca;147.0;470.0;3.2
2023;2;Comunidad Foral de Navarra;Europa;Rumanía;869.0;5301.0;6.1
2023;2;Comunidad Foral de Navarra;Europa;Rusia;33.0;264.0;8.0
2023;2;Comunidad Foral de Navarra;Europa;Suecia;1287.0;8880.0;6.9
2023;2;Comunidad Foral de Navarra;Europa;Suiza;258.0;1677.0;6.5
2023;2;Comunidad Foral de Navarra;Europa;Turquía;68.0;313.0;4.6
2023;2;Comunidad Foral de Navarra;África;Argelia;95.0;979.0;10.3
2023;2;Comunidad Foral de Navarra;África;Marruecos;428.0;4109.0;9.6
2023;2;Comunidad Foral de Navarra;África;Senegal;46.0;423.0;9.2
2023;2;Comunidad de Madrid;América;Argentina;13132.0;78792.0;6.0
2023;2;Comunidad de Madrid;América;Bolivia;160.0;720.0;4.5
2023;2;Comunidad de Madrid;América;Brasil;12583.0;62915.0;5.0
2023;2;Comunidad de Madrid;América;Canadá;2938.0;14984.0;5.1
2023;2;Comunidad de Madrid;América;Chile;3080.0;13552.0;4.4
2023;2;Comunidad de Madrid;América;Colombia;13367.0;81539.0;6.1
2023;2;Comunidad de Madrid;América;Costa Rica;360.0;1404.0;3.9
2023;2;Comunidad de Madrid;América;Cuba;52.0;208.0;4.0
2023;2;Comunidad de Madrid;América;Ecuador;967.0;6479.0;6.7
2023;2;Comunidad de Madrid;América;El Salvador;242.0;1670.0;6.9
2023;2;Comunidad de Madrid;América;Estados Unidos de América;29885.0;182299.0;6.1
2023;2;Comunidad de Madrid;América;Guatemala;440.0;2376.0;5.4
